project,file,class,method,methodSignature,line,eligible,discardReasons,ccBefore,ccAfter,delta,outerCondition,innerCondition
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),365,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),375,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),376,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),386,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),387,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),397,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),413,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),427,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),446,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),451,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),470,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),475,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,createNumber,Number createNumber(String),477,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isAllZeros,boolean isAllZeros(String),513,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isAllZeros,boolean isAllZeros(String),517,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),547,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),558,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),559,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),561,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),566,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),574,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),578,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),591,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),595,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),596,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),601,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),603,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),607,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),612,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),613,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),623,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),624,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),628,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),632,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),633,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),640,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isCreatable,boolean isCreatable(String),647,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isParsable,boolean isParsable(String),722,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isParsable,boolean isParsable(String),725,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isParsable,boolean isParsable(String),728,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,isParsable,boolean isParsable(String),729,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,byte max(byte...),783,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,"byte max(byte, byte, byte)",800,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,"byte max(byte, byte, byte)",803,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,double max(double...),826,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,double max(double...),829,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,float max(float...),870,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,float max(float...),873,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,int max(int...),948,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,"int max(int, int, int)",965,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,"int max(int, int, int)",968,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,long max(long...),990,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,"long max(long, long, long)",1008,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,"long max(long, long, long)",1011,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,short max(short...),1033,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,"short max(short, short, short)",1050,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,max,"short max(short, short, short)",1053,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,byte min(byte...),1075,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,"byte min(byte, byte, byte)",1092,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,"byte min(byte, byte, byte)",1095,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,double min(double...),1118,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,double min(double...),1121,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,float min(float...),1162,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,float min(float...),1165,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,int min(int...),1205,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,"int min(int, int, int)",1222,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,"int min(int, int, int)",1225,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,long min(long...),1247,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,"long min(long, long, long)",1265,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,"long min(long, long, long)",1268,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,short min(short...),1290,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,"short min(short, short, short)",1307,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,min,"short min(short, short, short)",1310,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,toByte,"byte toByte(String, byte)",1355,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,toDouble,"double toDouble(String, double)",1448,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,toFloat,"float toFloat(String, float)",1500,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,toInt,"int toInt(String, int)",1549,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,toLong,"long toLong(String, long)",1598,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,toScaledBigDecimal,"BigDecimal toScaledBigDecimal(BigDecimal, int, RoundingMode)",1637,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,toScaledBigDecimal,"BigDecimal toScaledBigDecimal(Double, int, RoundingMode)",1675,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,toScaledBigDecimal,"BigDecimal toScaledBigDecimal(Float, int, RoundingMode)",1714,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,toScaledBigDecimal,"BigDecimal toScaledBigDecimal(String, int, RoundingMode)",1753,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,toShort,"short toShort(String, short)",1802,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,withDecimalsParsing,"boolean withDecimalsParsing(String, int)",1828,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,withDecimalsParsing,"boolean withDecimalsParsing(String, int)",1831,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/math/NumberUtils.java,NumberUtils,withDecimalsParsing,"boolean withDecimalsParsing(String, int)",1834,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/mutable/MutableBoolean.java,MutableBoolean,equals,boolean equals(Object),101,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/mutable/MutableByte.java,MutableByte,equals,boolean equals(Object),189,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/mutable/MutableInt.java,MutableInt,equals,boolean equals(Object),178,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/mutable/MutableLong.java,MutableLong,equals,boolean equals(Object),178,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/mutable/MutableObject.java,MutableObject,equals,boolean equals(Object),68,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/mutable/MutableObject.java,MutableObject,equals,boolean equals(Object),71,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/mutable/MutableObject.java,MutableObject,equals,boolean equals(Object),74,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/mutable/MutableShort.java,MutableShort,equals,boolean equals(Object),178,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/ConstructorUtils.java,ConstructorUtils,getMatchingAccessibleConstructor,"Constructor<T> getMatchingAccessibleConstructor(Class<T>, Class<?>...)",127,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/ConstructorUtils.java,ConstructorUtils,getMatchingAccessibleConstructor,"Constructor<T> getMatchingAccessibleConstructor(Class<T>, Class<?>...)",130,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/ConstructorUtils.java,ConstructorUtils,getMatchingAccessibleConstructor,"Constructor<T> getMatchingAccessibleConstructor(Class<T>, Class<?>...)",132,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/ConstructorUtils.java,ConstructorUtils,invokeConstructor,"T invokeConstructor(Class<T>, Object[], Class<?>[])",196,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/ConstructorUtils.java,ConstructorUtils,invokeConstructor,"T invokeConstructor(Class<T>, Object[], Class<?>[])",200,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/ConstructorUtils.java,ConstructorUtils,invokeExactConstructor,"T invokeExactConstructor(Class<T>, Object[], Class<?>[])",259,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/ConstructorUtils.java,ConstructorUtils,isAccessible,boolean isAccessible(Class<?>),276,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/FieldUtils.java,FieldUtils,getDeclaredField,"Field getDeclaredField(Class<?>, String, boolean)",123,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/FieldUtils.java,FieldUtils,getDeclaredField,"Field getDeclaredField(Class<?>, String, boolean)",124,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/FieldUtils.java,FieldUtils,getField,"Field getField(Class<?>, String, boolean)",193,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/FieldUtils.java,FieldUtils,getField,"Field getField(Class<?>, String, boolean)",194,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/FieldUtils.java,FieldUtils,readField,"Object readField(Field, Object, boolean)",380,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/reflect/FieldUtils.java,FieldUtils,removeFinalModifier,"void removeFinalModifier(Field, boolean)",553,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/FieldUtils.java,FieldUtils,removeFinalModifier,"void removeFinalModifier(Field, boolean)",557,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/FieldUtils.java,FieldUtils,removeFinalModifier,"void removeFinalModifier(Field, boolean)",563,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/FieldUtils.java,FieldUtils,removeFinalModifier,"void removeFinalModifier(Field, boolean)",569,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/FieldUtils.java,FieldUtils,writeField,"void writeField(Field, Object, Object, boolean)",719,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/reflect/InheritanceUtils.java,InheritanceUtils,distance,"int distance(Class<?>, Class<?>)",38,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/InheritanceUtils.java,InheritanceUtils,distance,"int distance(Class<?>, Class<?>)",42,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/InheritanceUtils.java,InheritanceUtils,distance,"int distance(Class<?>, Class<?>)",49,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,getObjectTransformationCost,"float getObjectTransformationCost(Class<?>, Class<?>)",138,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,getObjectTransformationCost,"float getObjectTransformationCost(Class<?>, Class<?>)",143,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,getObjectTransformationCost,"float getObjectTransformationCost(Class<?>, Class<?>)",159,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,getPrimitivePromotionCost,"float getPrimitivePromotionCost(Class<?>, Class<?>)",173,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,getPrimitivePromotionCost,"float getPrimitivePromotionCost(Class<?>, Class<?>)",178,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,getPrimitivePromotionCost,"float getPrimitivePromotionCost(Class<?>, Class<?>)",184,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,getPrimitivePromotionCost,"float getPrimitivePromotionCost(Class<?>, Class<?>)",186,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,getTotalTransformationCost,"float getTotalTransformationCost(Class<?>[], Executable)",208,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,getTotalTransformationCost,"float getTotalTransformationCost(Class<?>[], Executable)",214,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,getTotalTransformationCost,"float getTotalTransformationCost(Class<?>[], Executable)",223,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,getTotalTransformationCost,"float getTotalTransformationCost(Class<?>[], Executable)",226,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,isMatchingExecutable,"boolean isMatchingExecutable(Executable, Class<?>[])",255,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,isMatchingExecutable,"boolean isMatchingExecutable(Executable, Class<?>[])",259,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,isMatchingExecutable,"boolean isMatchingExecutable(Executable, Class<?>[])",262,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,isMatchingExecutable,"boolean isMatchingExecutable(Executable, Class<?>[])",268,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,setAccessibleWorkaround,T setAccessibleWorkaround(T),323,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MemberUtils.java,MemberUtils,setAccessibleWorkaround,T setAccessibleWorkaround(T),327,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,distance,"int distance(Class<?>[], Class<?>[])",76,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,distance,"int distance(Class<?>[], Class<?>[])",83,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,distance,"int distance(Class<?>[], Class<?>[])",86,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAccessibleMethod,Method getAccessibleMethod(Method),127,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAccessibleMethod,Method getAccessibleMethod(Method),132,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAccessibleMethod,Method getAccessibleMethod(Method),143,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAccessibleMethodFromInterfaceNest,"Method getAccessibleMethodFromInterfaceNest(Class<?>, String, Class<?>...)",174,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAccessibleMethodFromInterfaceNest,"Method getAccessibleMethodFromInterfaceNest(Class<?>, String, Class<?>...)",190,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAccessibleMethodFromSuperclass,"Method getAccessibleMethodFromSuperclass(Class<?>, String, Class<?>...)",212,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAllSuperclassesAndInterfaces,List<Class<?>> getAllSuperclassesAndInterfaces(Class<?>),235,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAllSuperclassesAndInterfaces,List<Class<?>> getAllSuperclassesAndInterfaces(Class<?>),247,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAllSuperclassesAndInterfaces,List<Class<?>> getAllSuperclassesAndInterfaces(Class<?>),249,NO,OUTER_HAS_ELSE,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAnnotation,"A getAnnotation(Method, Class<A>, boolean, boolean)",286,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAnnotation,"A getAnnotation(Method, Class<A>, boolean, boolean)",292,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAnnotation,"A getAnnotation(Method, Class<A>, boolean, boolean)",298,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getAnnotation,"A getAnnotation(Method, Class<A>, boolean, boolean)",300,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getMatchingAccessibleMethod,"Method getMatchingAccessibleMethod(Class<?>, String, Class<?>...)",351,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getMatchingAccessibleMethod,"Method getMatchingAccessibleMethod(Class<?>, String, Class<?>...)",355,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getMatchingAccessibleMethod,"Method getMatchingAccessibleMethod(Class<?>, String, Class<?>...)",359,NO,OUTER_BLOCK_MULTIPLE_STATEMENTS,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getMatchingAccessibleMethod,"Method getMatchingAccessibleMethod(Class<?>, String, Class<?>...)",368,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getMatchingMethod,"Method getMatchingMethod(Class<?>, String, Class<?>...)",405,NO,SINGLE_STATEMENT_NOT_IF,,,,,
commons-lang,org/apache/commons/lang3/reflect/MethodUtils.java,MethodUtils,getMatchingMethod,"Method getMatchingMethod(Class<?>, String, Class<?>...)",420,NO,SINGLE_STATEMENT_NOT_IF,,,,,
